10208.46464  	9932.558557  	9923.571503  	10515.92806  	10116.5419  	10379.91727  	10390.76851  	10018.81292  	9544.247944  	10364.25587  	10385.12541  	10663.18221  
10195.65558  	9912.498163  	9919.936886  	10502.21299  	10103.26444  	10358.02916  	10366.06663  	10000.77372  	9541.955636  	10348.73637  	10378.39611  	10636.96881  
10175.71286  	9904.812142  	9912.55788  	10487.51405  	10094.53945  	10356.78347  	10348.9737  	9988.121417  	9544.536941  	10332.13603  	10363.39031  	10622.97352  
10177.10586  	9913.240526  	9914.511854  	10480.31779  	10104.43944  	10389.97718  	10344.96621  	9992.914976  	9549.795305  	10324.74934  	10359.79575  	10636.22499  
10166.5875  	9902.346212  	9907.680804  	10481.03153  	10090.53899  	10372.82436  	10344.17981  	10003.14506  	9553.148351  	10331.31236  	10365.17268  	10637.53096  
10175.90294  	9908.21025  	9900.156453  	10490.93881  	10097.96184  	10375.13625  	10350.35014  	10002.99144  	9536.960116  	10338.55817  	10361.92733  	10640.96062  
10163.20282  	9902.743527  	9890.27087  	10482.94614  	10085.41607  	10367.64872  	10330.6669  	9983.715986  	9526.962086  	10322.5038  	10333.79006  	10637.96562  
10163.04059  	9894.722171  	9885.089919  	10473.97502  	10070.79687  	10367.33177  	10326.78984  	9964.613495  	9525.575292  	10312.66677  	10336.8021  	10620.77757  
10176.89209  	9894.135299  	9891.410862  	10480.61001  	10084.08245  	10410.31921  	10331.62571  	9968.781977  	9529.697546  	10313.10689  	10336.17142  	10657.8719  
10171.00696  	9883.653709  	9898.377417  	10480.22622  	10075.90704  	10388.83595  	10335.30308  	9972.553263  	9541.161111  	10317.92437  	10333.58855  	10650.57123  
10180.98738  	9888.889038  	9900.936928  	10500.78618  	10082.90865  	10367.56205  	10347.13026  	9977.193612  	9535.266902  	10334.47168  	10355.97081  	10642.08893  
10181.33044  	9891.63756  	9902.088032  	10507.38612  	10075.04732  	10343.66213  	10342.95819  	9968.615733  	9534.493416  	10336.41226  	10332.24643  	10610.2149  
10174.75483  	9871.300203  	9892.038473  	10488.87928  	10063.29486  	10346.89586  	10342.68816  	9955.620634  	9534.445852  	10328.01202  	10324.58539  	10599.34006  
10181.81938  	9879.681383  	9897.398556  	10486.56811  	10078.60502  	10378.12121  	10338.59723  	9946.374937  	9538.572096  	10321.17411  	10315.82499  	10607.07163  
10162.99239  	9863.307518  	9899.595974  	10482.93492  	10061.71064  	10354.39461  	10335.336  	9950.549437  	9533.516784  	10321.51485  	10333.67404  	10607.69686  
10181.27033  	9876.656637  	9908.143867  	10492.65103  	10108.1925  	10362.57999  	10357.71149  	9965.706862  	9536.255664  	10336.28512  	10366.91331  	10618.47869  
10177.87175  	9883.612033  	9903.672638  	10493.11628  	10088.49574  	10352.63994  	10338.31005  	9965.170084  	9526.971928  	10325.98209  	10346.76722  	10629.86391  
10176.9698  	9872.223497  	9913.097415  	10484.14917  	10095.89055  	10338.35361  	10335.34153  	9960.427213  	9545.689983  	10316.08116  	10354.71531  	10622.32372  
10180.68199  	9885.605301  	9916.259352  	10490.25152  	10099.34512  	10386.45744  	10339.00496  	9966.677248  	9551.014427  	10317.21596  	10354.58013  	10642.2371  
10184.38434  	9888.412185  	9918.816213  	10493.65995  	10089.84146  	10379.75452  	10344.47463  	9971.446462  	9562.563769  	10320.34954  	10352.65826  	10648.97077  
10188.50937  	9888.510285  	9915.407727  	10503.45248  	10102.10298  	10373.3366  	10357.00857  	9994.957346  	9556.614989  	10342.01264  	10370.22259  	10646.32377  
10199.02058  	9909.571387  	9922.897613  	10525.87791  	10090.11034  	10380.53318  	10359.82886  	9992.18372  	9545.062348  	10349.78358  	10352.21444  	10642.41124  
